#作業終了日 2013/11/11
11001	mlkmmdy	mlkmħmd	マレク・モハンマド（人名）
11004	rwzeayy	rwz_eay	日
11004	mlkmmd	mlkmħmd	マレク・モハンマド（人名）
11005	dywa	dyw	悪魔
11005	nmyšdn	nmy_šdn	・・・になる
11006	ye	yk	1
11007	mlkmmd	mlkmħmd	マレク・モハンマド（人名）
11008	nmyšd	nmy_šd	・・・になる
11008	mdt eayy	mdt_eayy	期間
11008	mlkmmd	mlkmħmd	マレク・モハンマド（人名）
11008	mykrdn	my_krdn	（あることを）する
11009	ayna	ayn	この
11010	ayne	ayn	この
11010	ayne	ayn	この
11010	xwaere	xwaer	姉妹
11010	xwaere	xwaer	姉妹
11011	awn	ān	あれ
11011	mdt eayy	mdt_eayy	期間
11011	mdt eayy	mdt_eayy	期間
11011	awmd	āmd	来る
11012	r	ra	・・・を
11012	xwaere	xwaer	姉妹
11012	awmd	āmd	来る
11013	dywm	dyw	悪魔	em	・・もまた
11014	dwne	dane	…個
11015	aynţry	aynţwry	このように
11017	ayne	ayn	この	ast	none
11020	emwnja	emānja	丁度その時
11020	mwnd	mand	留まる
11021	dyge	dygr	さらに
11021	emwn	eman	まさにその
11021	dywe	dyw	悪魔
11021	mdt eayy	mdt_eayy	期間
11021	mlkmmd	mlkmħmd	マレク・モハンマド（人名）
11022	mykne	my_knd	（あることを）する
12002	zman eay	zman_eay	時代
12003	xwne ay	xane_ay	家
12004	rw	ra	・・・を
12004	a	ā	ああ、おお
12004	dxtra	dxtr	娘
12004	dreay	dr_eay	戸
12004	bbnde	bbndd	閉じる
12005	rw	ra	・・・を
12005	byabwny	byabany	荒野の
12005	awn	ān	あれ
12005	xwdšwn	xwd	自身	ānea	彼ら
12005	dxtra	dxtr	娘
12005	zman ea	zman_ea	時
12005	myad	my_āyd	来る
12005	bbre	bwd	・・・である
12005	mmkne	mmkn	可能な	ast	・・・である
12005	mygftn	my_gftnd	言う
12006	byabwny	byabany	荒野の
12006	awn	ān	あれ
12006	msale	msále	問題
12007	dxtra	dxtr	娘
12008	rw	ra	・・・を
12008	rw	ra	・・・を
12008	šb eayy	šb_eayy	夜
12008	dr ea	dr_ea	戸
12008	dr ea	dr_ea	戸
12008	myše	my_šwd	・・・になる
12008	mykne	my_knd	（あることを）する
12009	byabwny	byabany	荒野の
12009	xwne	xane	家
12009	nşf eay	nşf_eay	半分
12009	awmd	āmd	来る
12010	dxtrm	dxtr	娘	em	・・もまた
12010	dyge	dygr	さらに
12010	byabwny	byabany	荒野の
12010	bče eay	bče_eay	子供
12010	xwne	xane	家
12010	xwne	xane	家
12010	awmd	āmd	来る
12011	byabwny	byabany	荒野の
12011	grsnme	grsne	空腹の	ast	・・・である
12011	myxwam	my_xwaem	望む
12011	mygrde	my_grde	回る
12011	myge	my_gwyd	言う
12012	ykyšw	yky	none	aw	三人称単数人称代名詞（彼、彼女）	ra	・・・を
12012	dxtre	dxtr	娘
12012	myge	my_gwyd	言う
12013	awn	ān	あれ
12013	bdy	bdey	与える
12014	čy	če	なに
12014	byabwny	byabany	荒野の
12014	braš	bray	・・・のために	aw	三人称単数人称代名詞（彼、彼女）
12014	myxwad	my_xwaed	望む
12014	mykne	my_knd	（あることを）する
12014	mykne	my_knd	（あることを）する
12015	rw	ra	・・・を
12015	byabwny	byabany	荒野の
12015	myxwam	my_xwaem	望む
12015	myge	my_gwyd	言う
12016	dxtrw	dxtr	娘	ra	・・・を
12016	xwdš	xwd	自身	aw	三人称単数人称代名詞（彼、彼女）
12016	mybre	my_brdd	持って行く
12016	mydare	my_dard	持つ
12017	byabwny	byabany	荒野の
12017	bče dar	bčedar	子持ち
12017	sal eay	sal_eay	年
12017	myše	my_šwd	・・・になる
12018	bče eayy	bče_eayy	子供
12019	myad	my_āyd	来る
12020	zndgyt	zndgy	生活	tw	お前
12020	ţwre	ţwr	方法	ast	・・・である
12020	myge	my_gwyd	言う
12021	babajan	baba	おとうちゃん
12021	xwbe	xwb	良い	ast	・・・である
12021	myge	my_gwyd	言う
12022	awnw	ān	あれ	ra	・・・を
12022	ansan ea	ansan_ea	人間
12022	dwsš	dwst	友人	aw	三人称単数人称代名詞（彼、彼女）
12022	ansan tre	ansan	人間	ast	・・・である
12023	emynjwry	emynţwr	このように
12023	baeaš	ba	（同伴、同居など）…と（共に）	aw	三人称単数人称代名詞（彼、彼女）
12023	myxwam	my_xwaem	望む
13001	ye	yk	1
13001	ye	yk	1
13001	padešaey	padšaey	王
13003	jwaneay	jwan_eay	若い
13003	ykyš	yky	一つ	aw	三人称単数人称代名詞（彼、彼女）
13003	mygšt	my_gšt	回る
13005	byrxt	by	・・・なしに	rxt	衣服
13005	ye	yk	1
13005	mygšt	my_gšt	回る
13007	ye	yk	1
13007	byabwn	byaban	荒野
13007	myšd	my_šwd	・・・になる
13007	škmbe ay	šknbe_ay	（反芻動物の）第一胃
13007	mykšyd	my_kšyd	引く
13008	awn	ān	あれ
13008	čšš	čšm	目	aw	三人称単数人称代名詞（彼、彼女）
13008	myšd	my_šwd	・・・になる
13008	myxwrd	my_xwrd	食べる
13008	mydyd	my_dyd	見る
13009	awnm	ān	あれ	em	・・もまた
13009	dye	dygr	さらに
13009	dxtre	dxtr	娘
13009	myšd	my_šwd	・・・になる
13009	myawrdn	my_āwrdn	持ってくる
13009	myrft	my_rft	行く
13010	kčle	kčl	禿げた
13010	nmyxwre	nmy_xwrd	食べる
13010	mygft	my_gft	言う
13011	rw	ra	・・・を
13011	emwn	eman	まさにその
13011	bdmt	bdm	与える
13011	myxwam	my_xwaem	望む
13011	mygft	my_gft	言う
13012	beanŕdr	ānŕdr	非常に…ので
13012	dye	dygr	さらに
13012	ye	yk	1
13012	karš	kar	仕事	aw	三人称単数人称代名詞（彼、彼女）
13013	ye	yk	1
13013	madywn	madyan	雌馬
13014	r	ra	・・・を
13014	awn	ān	あれ
13014	emwn	eman	まさにその
13014	šw	šd	・・・になる
13015	be	ba	（同伴、同居など）…と（共に）
13015	drxtar	drxt	木	ra	・・・を
13015	awn	ān	あれ
13015	awn	ān	あれ
13015	mytwnst	my_twanst	・・・できる
13015	bkš	bkšd	殺す
13016	dxtre	dxtr	娘
13016	mypayyd	my_payyd	見張る
13017	karš	kar	仕事	aw	三人称単数人称代名詞（彼、彼女）
13018	dye	dygr	さらに
13018	čy	če	なに
13018	ny	nyst	・・・である
13018	mryźm	mryź	病気の	estm	・・・である
13019	dyge	dygr	さらに
13019	čy	če	なに
13019	čy	če	なに
13019	amrw	amrwz	今日（きょう、こんにち）
13019	mç	mçl	類似
13019	awn	ān	あれ
13019	ẓaerš	ẓaer	明らかな	aw	三人称単数人称代名詞（彼、彼女）
13019	xwdšw	xwd	自身	aw	三人称単数人称代名詞（彼、彼女）
13019	dmat	damad	新郎
13019	myrft	my_rft	行く
13019	mygrft	my_grft	手に取る
13019	mygm	my_gwym	言う
13020	čy	če	なに
13020	ye	yk	1
13020	ye	yk	1
13020	čyk	čyz	もの
13020	xwrjyn	xrjyn	くら袋
13020	aslħe	slaħ	武器
13020	awmd	āmd	来る
13020	bdyn	bdend	与える
13020	nmydwnm	nmy_danm	知っている
13021	wr	br	動詞の接頭辞として用いられる
13021	wr	br	動詞の接頭辞として用いられる
13021	kčlm	kčl	禿げた	em	・・もまた
13021	babatm	tw	お前	em	・・もまた
13021	kle pačšm	kle pače	キャレパーチェ（煮込み料理）	em	・・もまた
13021	mnm	mn	私	em	・・もまた
13021	šykste	škste	こわれた
13021	awn	ān	あれ
13021	ayne	ayn	この
13021	ye	yk	1
13021	ye	yk	1
13021	ye	yk	1
13021	xwdš	xwd	自身	aw	三人称単数人称代名詞（彼、彼女）
13021	xwrjyn	xrjyn	くら袋
13021	am	mn	私
13021	byarm	byabrdm	持ってくる
13021	byarym	byabrdym	持ってくる
13021	bdn	bdend	与える
13021	myzne	my_znd	打つ
13023	ayna	ayn_ea	none
13024	awn	ān	あれ
13024	awn	ān	あれ
13024	jnaŕš	jnaq	jnaqと同義	aw	三人称単数人称代名詞（彼、彼女）
13024	nmyđašt	nmy_đašt	置く
13025	ayna	ayn_ea	none
13025	tyrš	tyr	矢	aw	三人称単数人称代名詞（彼、彼女）
13025	awmd	āmd	来る
13025	bzne	bznd	打つ
13027	bndylšw	bndy	none	aw	三人称単数人称代名詞（彼、彼女）	ra	・・・を
13028	nmyšnaxtn	nmy_šnaxtn	認める
13029	wr	br	動詞の接頭辞として用いられる
13029	r	ra	・・・を
13029	ye	yk	1
13029	bajnaŕe	bajnaq	義理の兄弟（妻の姉妹の夫）
13029	bajnaŕ	bajnaq	義理の兄弟（妻の姉妹の夫）
13029	gwšta	gwšt_ea	肉
13029	nmyšnaxtn	nmy_šnaxtn	認める
13030	r	ra	・・・を
13030	r	ra	・・・を
13030	ayne	ayn	この
13030	ayne	ayn	この
13030	bajnaŕš	bajnaq	義理の兄弟（妻の姉妹の夫）	aw	三人称単数人称代名詞（彼、彼女）
13030	bajnaŕ	bajnaq	義理の兄弟（妻の姉妹の夫）
13030	myšnaxt	my_šnaxt	認める
13030	nmyšnaxt	nmy_šnaxtn	認める
13031	tnšm	tn	none	aw	三人称単数人称代名詞（彼、彼女）	em	・・もまた
13031	gwštš	gwšt	肉	aw	三人称単数人称代名詞（彼、彼女）
13031	kle pačše	kle pače	キャレパーチェ（煮込み料理）
13031	bdyn	bdend	与える
13032	ayna	ayn_ea	none
13032	ayna	ayn_ea	none
13032	jygr	dygr	さらに
13032	bdrd	be	・・・に	drd	痛み
13032	mwde	m'de	胃
13032	nxwra	nxwrd	食べる
13034	ayna	ayn_ea	none
13034	wsad	waayst	止まる
13035	awn	ān	あれ
13035	jnaŕ	jnaq	胸骨
13035	wsad	waayst	止まる
13036	kwrm	kwr	盲目の	em	・・もまた
13036	dyge	dygr	さらに
13036	dyge	dygr	さらに
13036	mç	mçl	類似
13036	bajnaŕ	bajnaq	義理の兄弟（妻の姉妹の夫）
13038	mygym	my_gwym	言う
13039	wr	br	動詞の接頭辞として用いられる
13039	bra	bray	・・・のために
13039	dxtre	dxtr	娘
13040	ay mze	mze	味
13040	nmyde	nmy_ded	与える
13041	wr	br	動詞の接頭辞として用いられる
13041	r	ra	・・・を
13041	r	ra	・・・を
13041	r	ra	・・・を
13041	wrm	wr	方向	em	・・もまた
13041	ayne	ayn	この
13041	beš	be	・・・に	aw	三人称単数人称代名詞（彼、彼女）
13041	znš	zn	妻	aw	三人称単数人称代名詞（彼、彼女）
13041	pdrt	pdr	父	tw	お前
13041	bde	bdeyd	与える
13041	dašt	dašt	持つ
13041	rsyd	rsyd	着く
13042	wr	br	動詞の接頭辞として用いられる
13043	tnš	tn	体	aw	あれ、それ
13043	kle aš	kle	頭	aw	あれ、それ
13043	mze aš	mze	味	aw	あれ、それ
13043	čšmš	čšm	目	aw	三人称単数人称代名詞（彼、彼女）
13043	mze ay	mze_ay	味
13043	dare	dard	持つ
13044	r	ra	・・・を
13044	ayne	ayn	この
13044	mygwyn	my_gwynd	言う
13044	mygft	my_gft	言う
13046	wr	br	動詞の接頭辞として用いられる
13046	wr	br	動詞の接頭辞として用いられる
13046	ayn ea	ayn_ea	none
13046	ayne	ayn	この;
13046	azš	az	（場所）・・・から	aw	三人称単数人称代名詞（彼、彼女）
13046	čyţw	če	なに	ţwr	方法
13046	pače kle	kle pače	キャレパーチェ（煮込み料理）
13046	byaryn	byawrnd	持ってくる
13046	dare	dard	持つ
13046	daryn	darnd	持つ
13047	wr	br	動詞の接頭辞として用いられる
13047	čy	če	なに
13047	jrywn	jryan	流れ
13047	ţwrye	ţwr	方法	ast	・・・である
13048	jrywn	jryan	流れ
13048	aynţwrye	aynţwr	このように	ast	・・・である
13049	ħŕyŕtš	ħŕyŕt	真実	aw	あれ、それ
13050	wr	br	動詞の接頭辞として用いられる
13050	r	ra	・・・を
13050	mnm	mn	私	em	・・もまた
13050	flanw	flan	これこれの	w	そして
13050	zyntw	zynt	飾り	w	そして
13050	awn	ān	あれ
13050	awna	ānea	彼ら
13050	dxtrt	dxtr	娘	tw	お前
13050	nmydwnm	nmy_danm	知っている
13051	are	ble	（肯定の返事）はい
13051	dwmadt	damad	新郎	tw	お前
13051	dwmadt	damad	新郎	tw	お前
13052	awn	ān	あれ
13052	ye	yk	1
13052	nšwny	nšany	しるし
13053	awn	ān	あれ
13053	nšwny	nšany	しるし
13054	nšwnyš	nšan	しるし	aw	あれ、それ
13054	čye	če	なに	ast	・・・である
13055	ye	yk	1
13055	rwnš	ran	腿（もも）	aw	三人称単数人称代名詞（彼、彼女）
13056	awn	ān	あれ
13056	ye	yk	1
13056	rwnš	ran	腿（もも）	aw	三人称単数人称代名詞（彼、彼女）
13057	myšnasyš	my_šnasy	認める
13058	are	ble	（肯定の返事）はい
13059	r	ra	・・・を
13059	čy	če	なに
13059	daeat	damad	新郎
13060	are	ble	（肯定の返事）はい
13060	jnaŕš	jnaq	jnaqと同義	aw	三人称単数人称代名詞（彼、彼女）
13061	dyge	dygr	さらに
13061	lxtš	lxt	裸の	aw	三人称単数人称代名詞（彼、彼女）
13061	nšwny	nšany	しるし
13062	emyna	emyn	まさしくこの
